Credit Policy,Interest Rate,Installments,Installment_as_Pct_Income,Log Annual Income,Annual Income,Monthly Income,Debt to Income Ratio,FICO Score,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,Purpose Credit Card,Purpose Debt Consolidation,Purpose Educational,Purpose Home Improvement,Purpose Major Purchase,Purpose Small Business
1,0.1039,584.12,0.1947066661678764,10.49127422,36000.00009,3000.000007685257,0.038,712,2760,8311,0.598,0,0,0,0,0,1,0,0,0,0
1,0.1513,173.65,0.03473000004182319,11.00209984,59999.99993,4999.9999939788095,0.0274,667,1127,591,0.844,3,0,0,0,0,0,0,0,1,0
1,0.08,188.02,0.03008320007576298,11.22524339,74999.99981,6249.999984259699,0.1608,772,4889,29797,0.232,1,0,0,0,0,0,0,0,0,0
1,0.0863,474.42,0.11386080050215844,10.81977828,49999.99978,4166.666648290485,0.0259,797,11951,5656,0.276,0,0,0,0,0,0,0,0,0,0
1,0.1355,339.6,0.040752000202546754,11.51292546,99999.9995,8333.333291914763,0.0794,662,1940,21162,0.577,0,0,0,0,1,0,0,0,0,0
1,0.0788,484.85,0.04654559982705693,11.73606902,125000.0005,10416.66670537044,0.0705,782,5640,16931,0.346,1,0,0,0,1,0,0,0,0,0
1,0.1229,320.19,0.049259999786789334,11.26446411,78000.00034,6500.000028133766,0.088,672,3761,4822,0.581,0,0,1,0,0,1,0,0,0,0
1,0.0901,159.03,0.007633439975911783,12.4292162,250000.0008,20833.333399075364,0.1,712,1554,14354,0.366,0,2,0,0,0,0,0,0,0,0
1,0.0743,155.38,0.028685538429346798,11.08214255,65000.00007,5416.666672745392,0.0028,802,4650,1576,0.057,1,0,0,0,0,0,0,0,0,0
1,0.1375,255.43,0.1393254545928883,9.998797732,21999.99999,1833.3333327091696,0.1429,662,1319,4175,0.515,0,1,0,0,0,1,0,0,0,0
1,0.0743,155.38,0.00932279995832871,12.20607265,200000.0009,16666.66674116376,0.0028,772,4517,3164,0.137,0,0,0,0,0,0,0,0,0,0
1,0.0743,155.38,0.00932279995832871,12.20607265,200000.0009,16666.66674116376,0.0372,812,6779,85607,0.007,0,0,0,0,0,0,0,0,0,0
1,0.0807,156.84,0.018820800093543675,11.51292546,99999.9995,8333.333291914763,0.023,742,3149,9698,0.194,0,0,0,0,0,1,0,0,0,0
1,0.1028,275.38,0.1835866666443244,9.798127037,18000.0,1500.000000182548,0.064,692,7470,8847,0.269,1,1,0,0,1,0,0,0,0,0
1,0.0743,155.38,0.012430400038265657,11.91839057,149999.9995,12499.999961520087,0.0,777,7129,6053,0.195,0,0,0,0,0,0,0,1,0,0
1,0.0807,78.42,0.008554909131754959,11.60823564,109999.9995,9166.66662289993,0.1133,762,6060,7274,0.131,0,0,0,0,0,0,0,1,0,0
1,0.087,158.3,0.025328000063787257,11.22524339,74999.99981,6249.999984259699,0.1555,757,4770,66033,0.23,0,0,0,0,1,0,0,0,0,0
1,0.0743,155.38,0.019626947379857245,11.46163217,94999.99994,7916.666662053798,0.0383,772,2535,3660,0.068,0,0,0,0,0,0,0,0,0,0
1,0.0743,155.38,0.021935999900683744,11.35040654,85000.00038,7083.333365403453,0.0031,787,3540,216,0.006,0,0,0,0,1,0,0,0,0,0
1,0.1122,164.23,0.024634500090064182,11.28978191,79999.99971,6666.666642293211,0.0121,672,3990,27185,0.161,3,0,1,0,1,0,0,0,0,0
1,0.0996,161.25,0.040312499995566756,10.77895629,48000.00001,4000.000000439888,0.0803,707,4320,28329,0.486,1,0,0,0,0,1,0,0,0,0
1,0.0933,159.77,0.010651333331973666,12.10071213,180000.0,15000.000001914785,0.1193,717,4499,60568,0.392,1,0,0,0,0,0,0,1,0,0
1,0.0807,156.84,0.010455999998665267,12.10071213,180000.0,15000.000001914785,0.0555,742,4019,40934,0.263,0,0,0,0,0,0,0,1,0,0
1,0.0743,155.38,0.015538000027411876,11.69524702,119999.9998,9999.99998235817,0.0229,777,3540,8379,0.169,0,0,0,0,0,1,0,0,0,0
1,0.087,94.98,0.045590400175538406,10.1266311,24999.9999,2083.333325311798,0.1454,752,2460,3660,0.078,1,0,0,0,0,0,0,0,0,1
1,0.1028,97.2,0.005831999973931977,12.20607265,200000.0009,16666.66674116376,0.0,677,3780,0,0.0,0,1,0,0,0,0,0,1,0,0
1,0.1122,164.23,0.06569200004232491,10.30895266,29999.99998,2499.999998389267,0.1864,702,5190,15840,0.471,0,0,0,0,1,0,0,0,0,0
1,0.0838,167.02,0.027084324383538968,11.21182037,73999.99984,6166.666653184441,0.1437,797,5611,6844,0.144,0,0,0,0,1,0,0,0,0,0
1,0.0775,168.6,0.25289999991451306,8.987196821,8000.000003,666.6666668920177,0.03,762,6660,1321,0.165,0,0,0,0,0,0,1,0,0,0
1,0.0838,160.72,0.060270000107392904,10.37349118,31999.99994,2666.666661915031,0.1478,772,4379,4737,0.239,0,0,0,0,0,0,0,0,0,0
1,0.0901,159.03,0.026141917811631454,11.19821472,72999.99999,6083.333332539282,0.0996,722,3090,23489,0.376,0,0,0,0,1,0,0,0,0,0
1,0.0743,178.69,0.017154239936262354,11.73606902,125000.0005,10416.66670537044,0.0027,792,7489,2817,0.102,0,0,0,0,0,1,0,0,0,0
1,0.0743,155.38,0.0414346666149751,10.71441777,45000.00006,3750.0000046782898,0.0112,782,5807,1783,0.0,1,0,0,0,1,0,0,0,0,0
1,0.1028,323.98,0.14201344188201526,10.217422,27376.00011,2281.3333421575862,0.107,712,1379,3534,0.544,0,0,0,0,0,0,0,0,0,1
1,0.1059,813.65,0.2034124999776303,10.77895629,48000.00001,4000.000000439888,0.0405,762,2730,2422,0.233,0,0,0,0,0,0,0,0,0,1
1,0.0996,112.87,0.10032888893168129,9.510444964,13499.99999,1124.9999995201636,0.1644,712,1650,2864,0.411,1,0,0,0,0,0,1,0,0,0
1,0.1596,94.88,0.02181149433729996,10.86283777,52199.9998,4349.999983162326,0.1257,627,1409,3075,0.923,1,0,0,0,0,1,0,0,0,0
1,0.1059,398.69,0.07973800009602354,11.00209984,59999.99993,4999.9999939788095,0.1712,747,14009,17214,0.081,2,1,0,0,0,0,0,0,0,1
1,0.1154,39.6,0.023759999988978407,9.903487553,20000.00001,1666.6666674397864,0.0204,662,1139,1153,0.758,2,0,0,0,1,0,0,0,0,0
1,0.1343,678.08,0.05611696559595728,11.88448902,144999.9998,12083.333316383905,0.1015,682,4210,41674,0.741,0,0,0,1,1,0,0,0,0,0
1,0.1249,401.37,0.06421920016173273,11.22524339,74999.99981,6249.999984259699,0.15,682,4479,43039,0.934,3,0,0,0,1,0,0,0,0,0
1,0.0964,205.45,0.04109000004948214,11.00209984,59999.99993,4999.9999939788095,0.0772,712,2294,3362,0.693,0,0,0,0,0,0,0,0,0,0
1,0.1186,397.75,0.0734307691483633,11.08214255,65000.00007,5416.666672745392,0.0714,682,8730,11868,0.719,0,2,0,0,0,1,0,0,0,0
1,0.0743,155.38,0.04661400014432037,10.59663473,39999.99988,3333.3333230130884,0.0255,772,8190,2562,0.14,2,0,0,0,0,0,0,0,0,0
1,0.1028,113.39,0.06803399996844095,9.903487553,20000.00001,1666.6666674397864,0.015,682,1410,1882,0.324,0,0,0,0,0,0,0,0,0,0
1,0.1186,99.44,0.033006389567206244,10.49551521,36152.99994,3012.7499948918794,0.0747,667,2550,1064,0.709,2,0,1,0,0,1,0,0,0,0
1,0.0807,109.79,0.01344367343783155,11.49272276,98000.00023,8166.666685836205,0.0852,752,4980,6432,0.06,0,1,0,0,1,0,0,0,0,0
1,0.1059,32.55,0.011491615211849873,10.43382164,33989.99991,2832.4999923801165,0.1447,687,1110,4485,0.369,1,0,0,1,0,0,0,0,0,0
1,0.0996,112.87,0.017364615309456613,11.26446411,78000.00034,6500.000028133766,0.1106,702,4980,16310,0.205,0,1,0,0,0,0,0,0,0,0
1,0.0964,160.51,0.014816307683976758,11.77528973,130000.0001,10833.333339424715,0.0855,712,5940,20969,0.402,0,0,0,0,0,1,0,0,0,0
1,0.1375,340.57,0.11676685719791864,10.46310334,34999.99998,2916.6666652913104,0.1738,707,2700,22213,0.659,0,0,0,0,0,1,0,0,0,0
1,0.0775,156.11,0.00832586667654579,12.32385568,224999.9997,18749.999977752042,0.0648,752,5340,2160,0.023,1,0,0,0,0,0,0,1,0,0
1,0.0743,155.38,0.026636571456046938,11.15625052,69999.99993,5833.333327316275,0.0456,812,9809,813,0.01,0,0,0,0,1,0,0,0,0,0
1,0.0807,235.25,0.018820000057935358,11.91839057,149999.9995,12499.999961520087,0.0272,757,5202,23678,0.244,4,0,0,0,0,0,0,1,0,0
1,0.0996,257.99,0.06449749999290709,10.77895629,48000.00001,4000.000000439888,0.1513,722,2640,11289,0.478,3,0,0,0,0,1,0,0,0,0
1,0.1501,225.37,0.012696901468019014,12.26904744,212999.999,17749.999916724762,0.0645,677,6240,56411,0.753,0,0,0,1,0,0,0,0,0,1
1,0.0964,80.26,0.012841600032340904,11.22524339,74999.99981,6249.999984259699,0.2,772,4921,269,0.038,3,0,0,1,0,0,0,1,0,0
1,0.128,84.0,0.0315000000561287,10.37349118,31999.99994,2666.666661915031,0.2,682,5492,3408,0.351,1,0,0,1,0,0,0,1,0,0
1,0.1122,507.46,0.15223800047134003,10.59663473,39999.99988,3333.3333230130884,0.135,712,5369,6513,0.343,3,0,1,1,0,1,0,0,0,0
1,0.0743,124.31,0.03729300011546187,10.59663473,39999.99988,3333.3333230130884,0.0345,772,1740,330,0.11,0,0,0,0,0,0,1,0,0,0
1,0.087,63.32,0.010854857154053882,11.15625052,69999.99993,5833.333327316275,0.0607,712,2550,5967,0.198,1,0,0,0,1,0,0,0,0,0
1,0.1091,130.79,0.08719333332272201,9.798127037,18000.0,1500.000000182548,0.18,707,2192,5533,0.796,1,0,0,0,0,0,0,0,0,0
1,0.0775,93.67,0.008992319966588475,11.73606902,125000.0005,10416.66670537044,0.0214,762,8370,21050,0.01,0,0,0,0,0,0,0,1,0,0
1,0.0775,93.67,0.022480800099146707,10.81977828,49999.99978,4166.666648290485,0.0535,762,8370,21050,0.007,0,0,0,0,0,0,0,0,0,0
1,0.087,88.65,0.008865000015639484,11.69524702,119999.9998,9999.99998235817,0.15,742,3026,8155,0.149,1,0,0,0,0,0,0,0,0,0
1,0.0964,128.41,0.015409200076587243,11.51292546,99999.9995,8333.333291914763,0.15,722,3026,8155,0.149,1,0,0,0,0,0,0,0,0,0
1,0.087,94.98,0.01838322588048508,11.03488966,61999.99975,5166.666645859315,0.1223,737,2730,3678,0.307,0,0,0,0,0,0,0,1,0,0
1,0.1217,179.8,0.06164571431478337,10.46310334,34999.99998,2916.6666652913104,0.071,662,2944,2040,0.362,2,0,0,0,0,1,0,0,0,0
1,0.1533,444.05,0.0888100001069484,11.00209984,59999.99993,4999.9999939788095,0.1952,667,2701,33074,0.688,2,0,0,0,1,0,0,0,0,0
1,0.0775,124.89,0.024250485520455098,11.03165864,61799.99979,5149.999982254221,0.0346,747,2519,1918,0.171,0,0,0,0,0,0,0,0,0,0
1,0.1533,644.3,0.08590666660759746,11.40756495,90000.00006,7500.00000515698,0.0524,662,1770,22379,0.622,0,0,0,0,1,0,0,0,0,0
1,0.0964,642.02,0.08025250003611144,11.47210347,95999.99996,7999.999996400217,0.0286,737,2190,10296,0.425,0,0,0,1,0,0,0,0,0,1
1,0.1154,104.76,0.08380800000706892,9.61580548,15000.0,1249.9999998945668,0.1224,672,1290,2867,0.551,3,0,0,1,0,0,0,0,0,1
1,0.1122,157.66,0.0630640000406317,10.30895266,29999.99998,2499.999998389267,0.1236,682,1770,12310,0.861,0,0,0,0,0,1,0,0,0,0
1,0.087,383.87,0.03070960009453622,11.91839057,149999.9995,12499.999961520087,0.048,767,13350,61921,0.391,0,0,0,0,0,1,0,0,0,0
1,0.1122,217.6,0.029672727375405085,11.38509209,87999.9997,7333.333307957485,0.18,702,3725,16738,0.261,2,0,0,0,1,0,0,0,0,0
1,0.0807,297.99,0.0567599997374095,11.05089001,63000.00029,5250.000024288233,0.0349,792,5939,40384,0.092,1,0,0,0,0,0,0,0,0,0
1,0.0775,156.11,0.041629333281398916,10.71441777,45000.00006,3750.0000046782898,0.05,762,2131,1359,0.056,2,0,0,0,0,1,0,0,0,0
1,0.1154,329.95,0.017597333354213585,12.32385568,224999.9997,18749.999977752042,0.2,727,10292,107501,0.448,2,0,0,0,0,1,0,0,0,0
1,0.0807,313.67,0.02175745672311296,12.06104687,172999.9994,14416.666616497881,0.0072,787,8010,3054,0.056,3,0,0,0,0,0,0,0,0,0
1,0.0807,297.99,0.039731999972680385,11.40756495,90000.00006,7500.00000515698,0.0244,792,8718,40384,0.096,0,0,0,0,0,0,0,0,0,0
1,0.0933,239.65,0.030922580711193127,11.44035477,92999.9998,7749.999983450711,0.0966,792,4529,128000,0.0,3,0,0,0,0,0,0,1,0,0
1,0.0712,61.87,0.006291864428472758,11.6784399,117999.9996,9833.333299429956,0.0043,772,5936,4709,0.185,0,0,0,0,0,1,0,0,0,0
1,0.1186,94.47,0.02519199996857187,10.71441777,45000.00006,3750.0000046782898,0.028,667,5460,2850,0.75,0,1,0,0,0,0,0,0,0,0
1,0.1501,73.68,0.00921000000414425,11.47210347,95999.99996,7999.999996400217,0.1689,702,4080,51,0.0,0,0,0,1,0,0,0,0,0,1
1,0.0807,313.67,0.025093600077247966,11.91839057,149999.9995,12499.999961520087,0.0584,792,5365,37152,0.037,0,0,0,0,0,0,0,1,0,0
1,0.0933,543.2,0.08691200021888337,11.22524339,74999.99981,6249.999984259699,0.0955,762,5700,3839,0.166,1,0,0,0,0,1,0,0,0,0
1,0.0807,313.67,0.04428282332891923,11.35040654,85000.00038,7083.333365403453,0.0311,797,5364,37152,0.037,0,0,0,0,0,0,0,1,0,0
1,0.1217,266.37,0.0456634286185302,11.15625052,69999.99993,5833.333327316275,0.102,672,3599,26283,0.395,0,1,0,1,1,0,0,0,0,0
1,0.1028,210.6,0.056159999929937934,10.71441777,45000.00006,3750.0000046782898,0.0587,692,1742,5607,0.422,0,0,0,0,0,1,0,0,0,0
1,0.1249,234.15,0.12216521799129289,10.04324949,22999.99989,1916.6666572533652,0.0501,662,1110,1061,0.819,3,0,0,0,0,0,0,0,0,0
1,0.1028,323.99,0.03239900005715777,11.69524702,119999.9998,9999.99998235817,0.144,722,4680,56740,0.775,1,0,0,0,0,1,0,0,0,0
1,0.1059,235.96,0.049675789315550674,10.95080655,57000.00018,4750.000015120732,0.0722,712,5519,40598,0.773,1,0,0,0,1,0,0,0,0,0
1,0.1438,352.22,0.05870333321582057,11.1844214,72000.00014,6000.000012010844,0.1783,687,1290,3815,0.065,1,0,0,0,0,1,0,0,0,0
1,0.0743,117.31,0.011731000020695631,11.69524702,119999.9998,9999.99998235817,0.0,772,3930,0,0.0,1,0,0,0,0,0,0,0,0,0
1,0.0712,64.96,0.007086545488380542,11.60823564,109999.9995,9166.66662289993,0.0022,812,16213,50,0.003,0,0,0,0,0,1,0,0,0,0
1,0.1565,699.69,0.09126391268126792,11.42954386,92000.00037,7666.666697094312,0.0153,667,3604,4569,0.564,1,0,0,0,0,0,0,0,0,1
1,0.1059,195.27,0.12332842107095532,9.852194258,19000.0,1583.3333330980868,0.0815,692,3090,8528,0.861,0,0,0,0,0,0,1,0,0,0
1,0.1122,295.59,0.10947777797269431,10.3859137,32399.99994,2699.999995192863,0.2215,747,2789,14345,0.458,0,0,0,0,1,0,0,0,0,0
1,0.1122,217.59,0.05222160023031207,10.81977828,49999.99978,4166.666648290485,0.1838,707,3359,113,0.024,1,0,0,0,0,0,0,0,0,1
1,0.1375,263.09,0.050756913118679955,11.03811028,62200.00008,5183.333339930311,0.098,677,3090,12231,0.81,3,0,0,1,0,1,0,0,0,0
1,0.1467,248.43,0.05230105246508838,10.95080655,57000.00018,4750.000015120732,0.2076,667,3750,13552,0.691,0,1,0,0,0,1,0,0,0,0
1,0.1028,194.4,0.026721649533375087,11.37710574,87299.99984,7274.999986703525,0.106,692,2490,16813,0.639,0,0,0,0,1,0,0,0,0,0
1,0.1249,301.04,0.09262769185490809,10.57131693,39000.00019,3250.000015886704,0.0508,667,3690,26233,0.629,3,0,1,1,0,1,0,0,0,0
1,0.0743,163.92,0.023141646954048647,11.35040654,85000.00038,7083.333365403453,0.0264,782,9210,5760,0.16,0,0,0,0,0,0,0,0,0,0
1,0.1028,150.66,0.03964736824273771,10.727663,45600.00021,3800.0000170905846,0.0326,687,6510,105,0.35,1,1,0,1,0,0,0,0,0,0
1,0.1122,217.59,0.04572819594792295,10.9525594,57100.00025,4758.333354060151,0.1377,682,2160,11490,0.957,0,0,0,0,0,1,0,0,0,0
1,0.1312,85.23,0.025569000079163504,10.59663473,39999.99988,3333.3333230130884,0.2067,692,5250,17641,0.305,3,1,0,0,0,0,0,1,0,0
1,0.1122,328.43,0.1313720000846421,10.30895266,29999.99998,2499.999998389267,0.204,742,3270,0,0.0,3,0,0,0,0,0,0,0,0,0
1,0.0807,165.47,0.03610254560670354,10.91508846,54999.99977,4583.333314016379,0.12,797,8790,12430,0.192,1,0,0,0,0,0,0,0,0,0
1,0.1091,140.6,0.04686666654660587,10.49127422,36000.00009,3000.000007685257,0.0987,707,1560,12323,0.44,0,0,0,0,0,1,0,0,0,0
1,0.1028,98.01,0.013067999991014479,11.40756495,90000.00006,7500.00000515698,0.0913,697,3300,38624,0.978,0,0,0,0,0,0,0,0,0,0
1,0.1217,166.48,0.199775999995242,9.210340372,10000.0,833.3333333531805,0.0,662,2250,875,0.547,2,1,0,1,0,0,0,0,0,1
1,0.1249,284.32,0.04013929393591455,11.35040654,85000.00038,7083.333365403453,0.0638,667,7230,1196,0.12,3,4,0,0,0,0,0,0,0,1
1,0.1438,194.15,0.004853750013998568,13.08154138,479999.9986,39999.99988463709,0.024,697,2760,26628,0.604,3,1,0,0,0,0,0,0,0,1
1,0.1028,138.51,0.05361677437945289,10.34174248,30999.99989,2583.3333243761867,0.2481,767,5790,6752,0.246,2,0,0,0,0,0,0,0,0,0
1,0.1249,70.25,0.06744000001958403,9.433483923,12500.0,1041.6666663641752,0.144,662,1469,458,0.916,1,0,0,1,0,1,0,0,0,0
1,0.0838,252.1,0.02881142854664095,11.56171563,105000.0001,8750.000007527973,0.0971,752,3509,16786,0.447,0,0,0,0,1,0,0,0,0,0
1,0.0901,263.19,0.026319000046431534,11.69524702,119999.9998,9999.99998235817,0.1216,742,9720,7336,0.299,0,0,0,0,0,0,0,0,0,0
1,0.0933,104.65,0.0202548387912483,11.03488966,61999.99975,5166.666645859315,0.0383,702,3690,7089,0.419,1,0,0,0,0,0,0,0,0,0
1,0.0807,172.53,0.038339999829249384,10.89673933,54000.00024,4500.000020041152,0.0629,742,5100,18388,0.689,0,0,0,0,0,1,0,0,0,0
1,0.0996,38.7,0.014512500025859293,10.37349118,31999.99994,2666.666661915031,0.0113,677,1920,613,0.766,2,0,0,0,1,0,0,0,0,0
1,0.1249,100.35,0.04135302207357316,10.2791805,29119.99993,2426.6666610595585,0.1277,662,1110,566,0.515,3,1,0,1,0,0,1,0,0,0
1,0.128,335.98,0.1107626377641333,10.50232405,36399.99987,3033.3333223380105,0.1892,682,2219,9166,0.504,1,0,0,0,0,1,0,0,0,0
1,0.1091,163.49,0.05030461513871553,10.57131693,39000.00019,3250.000015886704,0.1178,707,4889,5406,0.334,0,0,1,1,0,0,0,0,0,0
1,0.0996,32.25,0.01105714286235686,10.46310334,34999.99998,2916.6666652913104,0.0583,687,2159,1188,0.03,2,0,0,1,0,0,0,0,0,0
1,0.0996,96.75,0.06449999999215043,9.798127037,18000.0,1500.000000182548,0.154,707,11249,12003,0.404,1,0,0,0,0,0,1,0,0,0
1,0.1059,72.42,0.014484000017442185,11.00209984,59999.99993,4999.9999939788095,0.0814,707,4800,20511,0.62,1,0,0,1,0,0,0,0,0,0
1,0.0964,90.68,0.015545142873177606,11.15625052,69999.99993,5833.333327316275,0.18,732,3691,55720,0.1,2,0,0,0,0,0,0,0,0,1
1,0.0807,259.58,0.0635706120600831,10.79957558,49000.00014,4083.3333452045517,0.0989,772,9870,7744,0.171,0,0,0,0,0,0,0,0,0,0
1,0.0964,169.32,0.0290262857442262,11.15625052,69999.99993,5833.333327316275,0.1757,737,5430,51761,0.38,1,0,0,0,0,0,0,0,0,0
1,0.1154,205.4,0.054773333265001195,10.71441777,45000.00006,3750.0000046782898,0.1776,717,1500,579,0.232,0,0,0,0,1,0,0,0,0,0
1,0.1312,162.01,0.02287199989644596,11.35040654,85000.00038,7083.333365403453,0.1687,707,9060,34776,0.543,0,0,0,1,0,1,0,0,0,0
1,0.1028,226.8,0.04912635392499271,10.92233487,55399.99985,4616.666654038353,0.1005,692,1890,8047,0.338,0,0,0,0,0,1,0,0,0,0
1,0.1059,162.73,0.13018400001098057,9.61580548,15000.0,1249.9999998945668,0.244,737,3210,0,0.0,3,0,0,0,0,0,0,0,0,0
1,0.1154,158.38,0.07602240029271186,10.1266311,24999.9999,2083.333325311798,0.1819,672,2586,409,0.818,0,1,0,0,0,1,0,0,0,0
1,0.0901,795.11,0.1673915784145088,10.95080655,57000.00018,4750.000015120732,0.0893,822,9697,185,0.005,0,0,0,0,0,0,0,0,0,1
1,0.0996,158.83,0.022689999950659467,11.33857208,84000.00018,7000.000015221849,0.0484,727,6330,48251,0.501,2,0,0,0,0,1,0,0,0,0
1,0.1028,97.2,0.030694736802463724,10.54534144,38000.00005,3166.666670756343,0.1993,687,2580,772,0.965,0,0,0,0,0,0,0,0,0,0
1,0.1154,263.97,0.06335280027940382,10.81977828,49999.99978,4166.666648290485,0.0804,672,3089,1019,0.045,1,1,0,0,0,1,0,0,0,0
1,0.1091,404.62,0.1039419430973754,10.75177778,46713.00012,3892.7500096947574,0.1639,692,5640,8332,0.399,2,0,0,0,0,0,0,0,0,1
1,0.0775,307.53,0.05271942862580843,11.15625052,69999.99993,5833.333327316275,0.0909,797,6090,1790,0.045,1,0,0,0,0,0,0,0,0,0
1,0.128,839.95,0.1343920003384593,11.22524339,74999.99981,6249.999984259699,0.2485,722,6330,62739,0.747,3,0,0,1,0,1,0,0,0,0
1,0.1059,269.31,0.029648807375362563,11.59910316,108999.9999,9083.33332233087,0.2401,767,4666,29901,0.712,2,0,0,1,0,0,0,0,0,0
1,0.1186,265.18,0.06119538446628596,10.858999,52000.00013,4333.333343891224,0.1131,667,1560,5867,0.743,1,0,0,0,0,1,0,0,0,0
1,0.0964,802.47,0.12345692254256797,11.26446411,78000.00034,6500.000028133766,0.008,732,2130,10605,0.221,1,0,0,0,0,0,0,1,0,0
1,0.1091,505.16,0.050516000089119474,11.69524702,119999.9998,9999.99998235817,0.1697,697,9659,57196,0.445,3,0,0,1,0,1,0,0,0,0
1,0.0901,318.05,0.013878545408034411,12.52452638,275000.0009,22916.666743467085,0.0297,712,4919,481,0.802,2,0,0,1,0,0,0,1,0,0
1,0.0838,315.12,0.12604800008121186,10.30895266,29999.99998,2499.999998389267,0.042,737,1560,2282,0.19,1,0,0,0,0,0,1,0,0,0
1,0.1091,130.79,0.10899166661915624,9.574983486,14400.00001,1200.0000005230904,0.0892,672,1140,3614,0.613,1,0,0,0,0,0,0,0,0,0
1,0.1059,227.82,0.04305259863532722,11.05879518,63499.99969,5291.666640839193,0.085,682,6840,14930,0.79,1,0,1,0,0,1,0,0,0,0
1,0.0996,643.36,0.06655448276451084,11.66134547,116000.0,9666.666665811155,0.1307,727,10530,33989,0.829,0,0,0,0,1,0,0,0,0,0
1,0.147,51.78,0.024854400095697816,10.1266311,24999.9999,2083.333325311798,0.0384,632,1530,1238,0.619,1,1,0,0,0,0,0,0,0,0
1,0.0901,572.48,0.1675551212284613,10.62132735,41000.00018,3416.6666814046457,0.1537,747,7500,4746,0.185,2,0,0,0,0,0,1,0,0,0
1,0.0775,149.87,0.08563999997478422,9.952277717,21000.00001,1750.0000005152688,0.0634,752,3029,3470,0.255,0,0,0,0,0,0,0,0,0,0
1,0.0996,96.75,0.01872580652702602,11.03488966,61999.99975,5166.666645859315,0.1198,682,1799,12640,0.832,0,0,0,0,0,0,0,0,0,0
1,0.0712,92.8,0.011974193573956696,11.44035477,92999.9998,7749.999983450711,0.0,812,8250,368,0.012,0,0,0,0,0,0,0,1,0,0
1,0.1091,192.09,0.03492545458067906,11.09741002,65999.99993,5499.9999944529045,0.1982,677,4290,30597,0.895,1,1,0,0,1,0,0,0,0,0
1,0.1154,593.92,0.26396444576069433,10.20359214,26999.99987,2249.99998878045,0.108,682,5050,8537,0.755,0,0,0,0,0,0,0,0,0,0
